분류군ID,학명,국명,분류계급,이명여부,명명자,명명년도,최초명명자,최초명명년도,설명,,
1004361,Scirpus equisetiformis,까락골,Species,Ready(Synonym),,,,,,,
1004362,Scirpus ferrugineus,갯하늘지기,Species,Ready(Synonym),,,,,,,
1004363,Scirpus kamtschaticus,올방개아재비,Species,Ready(Synonym),,,,,,,
1004364,Scirpus ovatus,둥근검바늘골,Species,Ready(Synonym),,,,,,,
1004365,Scirpus schoenoides,제주하늘지기,Species,Ready(Synonym),,,,,,,
1004366,Scleranthus annuus,다북개미자리,Species,Ready(Synonym),,,,,,,
1004367,Scolochloa spiculosa,대택광이,Species,Ready(Synonym),,,,,,,
1004368,Scorzonera glabra,멱쇠채,Species,Ready(Synonym),,,,,,,
1004369,Scrophularia alata,개현삼,Species,Ready(Synonym),,,,,,,
1004370,Scutellaria moniliorhiza,구슬골무꽃,Species,Ready(Synonym),,,,,"백두산 지역의 풀밭 또는 숲속에서 자라는 다년초로서높이가 25cm에 달하고 근경은 염주 같으며 다소 굵고원줄기에 털이 거의 없으며 다소 예리한 능선이 있다.잎은 대생하고 장란형 또는 난상 피침형이지만 가지의것은 난형 또는 피침형이며 끝이 둔하고 밑부분이 원저또는 절저이며 길이 l~3cm, 너비 3?12mm로서 표면에 길고 부드러운 털이 다소 있고 뒷면 맥 위에 털이약간 있으며 가장자리에 굵고 둔한 톱니가 약간 있고잎자루는 길이 2mm이다. 꽃은 7~8월에 피며 홍자색으로서 윗부분의 잎겨드랑이에1개씩 달리고 소화경은 길이 3mm 로서 털이 있다. 꽃받침은 길이 4mm 로서 끝이거의 수평하며 상순 뒷면에부속편이 있고 꽃부리는 수직으로 서며 길이 12?로서 겉에 흰 털이 밀생한다.",,
1004371,Scutellaria orthocalyx,소황금,Species,Ready(Synonym),,,,,,,
1004372,Scutellaria transitra,산골무꽃,Species,Ready(Synonym),,,,,,,
1004373,Sedum alfredii,민말똥비름,Species,Ready(Synonym),,,,,,,
1004374,Sedum erythrostictum,꿩의비름,Species,Ready(Synonym),,,,,,,
1004375,Sedum makinoi,둥근잎비름,Species,Ready(Synonym),,,,,,,
1004376,Sedum mexicanum,멕시코돌나물,Species,Ready(Synonym),,,,,,,
1004377,Sedum selskianum,털기린초,Species,Ready(Synonym),,,,,,,
1004378,Sedum tosaense,주걱비름,Species,Ready(Synonym),,,,,,,
1004379,Sedum ussuriense,둥근잎꿩의비름,Species,Ready(Synonym),,,,,,,
1004380,Sedum viridescens,섬꿩의비름,Species,Ready(Synonym),,,,,,,
1004381,Selinum melanotilingia,큰참나물,Species,Ready(Synonym),,,,,,,
1004382,Selinum monnieri,벌사상자,Species,Ready(Synonym),,,,,,,
1004383,Selinum terebinthaceum,기름나물,Species,Ready(Synonym),,,,,,,
1004384,Senecio adenostyloides,게박쥐나물,Species,Ready(Synonym),,,,,,,
1004385,Senecio jamesii,화살곰취,Species,Ready(Synonym),,,,,,,
1004386,Senecio kirilowii,솜방망이,Species,Ready(Synonym),,,,,,,
1004387,Senecio pierotii,솜쑥방망이,Species,Ready(Synonym),,,,,,,
1004388,Senecio pseudosonchus,물솜방망이,Species,Ready(Synonym),,,,,,,
1004389,Senecio stenocephala,곤달비,Species,Ready(Synonym),,,,,,,
1004390,Senecio taquetii,갯취,Species,Ready(Synonym),,,,,,,
1004391,Serapias erecta,은난초,Species,Ready(Synonym),,,,,,,
1004392,Serapias falcata,금난초,Species,Ready(Synonym),,,,,,,
1004393,Serratula insularis,산비장이,Species,Ready(Synonym),,,,,,,
1004394,Serratula japonica,큰각시취,Species,Ready(Synonym),,,,,,,
1004395,Serratula setosa,큰조뱅이,Species,Ready(Synonym),,,,,,,
1004396,Seseli tachiroei,개회향,Species,Ready(Synonym),,,,,,,
1004397,Setaria verticillata,유럽강아지풀,Species,Ready(Synonym),,,,,,,
1004398,Sicyos angulatus,가시박,Species,Ready(Synonym),,,,,,,
1004399,Sida rhombifolia,나도공단풀,Species,Ready(Synonym),,,,,"키가 lm 내외로 자라는 관목（灌木） 같은 1년초로서가지가 퍼지고 껍질에 섬유질이 발달하였다. 잎은 호생하고 4각상 장타원형 내지 도란형이며 양끝이 빠르고회색 잔털로 덮여 있으며 잔톱니가 있고 잎자루는 길이3~6_이다. 턱잎〔托葉〕이 있으며 꽃줄기는 관절이 있고 잎겨드랑이에서 자라서 끝에 꽃이 1개 달린다. 꽃받침은 통상（筒狀）이며 5~10맥이고 심피（心皮）는 8~12개이며 성숙하면 끝이 각질인 각 분과（分果）로 갈라진다. 서울의 한국자생식물보존회의 송애순 회원 자택에핀 노랑꽃 포기를 살펴본 결과 서울에서는 알려진 바없고 1980년 제주도 바닷가에서 보고된 기록이 있는데,이것은 열대와 아열대에서 자라는 종류로서 송애순 씨의 이름을 따서 순애초라고 명명하였다. 이와 비슷한 것으로 잎자루는 길이 1~3αη이고 잎은 장타원상 피침형내지 난형이며 5개의 심피에 각 1개씩의 각질 돌기가있는 것을 1156+. 공단풀, S. spinosa L. 이라고 하며 순애초와 같은 시기에 들어와서 자라고 있다.",,
1004400,Sida spinosa,공단풀,Species,Ready(Synonym),,,,,,,
1004401,Sideritis ciliata,향유,Species,Ready(Synonym),,,,,,,
1004402,Silene antirrhina,가는끈끈이장구채,Species,Ready(Synonym),,,,,,,
1004403,Silene gallica,양장구채,Species,Ready(Synonym),,,,,,,
1004404,Silene myongcheonensis,명천장구채,Species,Ready(Synonym),,,,,,,
1004405,Silene oldhamiana,갯장구채|애기장구채,Species,Ready(Synonym),,,,,,,
1004406,Simaba quassioides,소태나무,Species,Ready(Synonym),,,,,,,
1004407,Sinningia speciosa,크록시니아,Species,Ready(Synonym),,,,,,,
1004408,Sium javanicum,미나리,Species,Ready(Synonym),,,,,,,
1004409,Sium ternifolium,세잎개발나물,Species,Ready(Synonym),,,,,,,
1004410,Solanum photeinocarpum,미국까마중,Species,Ready(Synonym),,,,,,,
1004411,Solidago chinensis,긴갯금불초,Species,Ready(Synonym),,,,,,,
1004412,Sonchus sibiricus,자주방가지똥,Species,Ready(Synonym),,,,,,,
1004413,Sophora lupinoides,갯활량나물,Species,Ready(Synonym),,,,,,,
1004414,Sorbaria kirilowii,좀쉬땅나무,Species,Ready(Synonym),,,,,,,
1004415,Sorbus commixta Rufohirtella,우산마가목,Forma,Ready(Synonym),,,,,,,
1004416,Sparganium fallax,남흑삼릉,Species,Ready(Synonym),,,,,,,
1004417,Spergula japonica,개미자리,Species,Ready(Synonym),,,,,,,
1004418,Spergula laricina,너도개미자리,Species,Ready(Synonym),,,,,,,
1004419,Spergula saginoides,거문도개미자리,Species,Ready(Synonym),,,,,,,
1004420,Spergularia rubra,유럽개미자리,Species,Ready(Synonym),,,,,,,
1004421,Spiraea amurensis,산국수나무,Species,Ready(Synonym),,,,,,,
1004422,Spiraea camtschatica,큰터리풀,Species,Ready(Synonym),,,,,,,
1004423,Spiraea incisa,국수나무,Species,Ready(Synonym),,,,,,,
1004424,Spiraea japonica,일본조팝나무,Species,Ready(Synonym),,,,,,,
1004425,Spiraea nankaiensis,덤불조팝나무,Species,Ready(Synonym),,,,,,,
1004426,Spiraea palmata,단풍터리풀,Species,Ready(Synonym),,,,,,,
1004427,Spodiopogon cotulifer,기름새,Species,Ready(Synonym),,,,,,,
1004428,Spodiopogon sibiricus,큰기름새,Species,Ready(Synonym),,,,,"양지 쪽 풀밭에서 자라는 다년초로서 높이 80? 120cm이고 털이 없으며 근경에 비늘잎Ο葉〕이 밀포한다. 잎은 편평하고 길이 20?40cm, 너비 l~1.5cm로서 잎집과더불어 털이 다소 있거나 없으며 잎혜 葉舌〕는 얇고 길이 1?1.5_로서 갈색이며 잎집은 마디사이보다 짧다.꽃은 8월에 피고 원추화서（圓錐花序）는 길이 15~25cm로서 곧추서며 중축과 가지에 털이 없고 희미한 유선（油腺）이 있다. 가지는 길이 4~6cm로서 곧추서거나 비스듬히 퍼지며 때로는 가지가 다소 갈라지고 혼히 윤생한다. 수상화서는 가지 끝에 달리며 길이 2?3.5cm 로서곧추서고 마디사이와 소화경의 길이가 비숫하며 길이 2~3_로서 끝이 굵고 다발털이 있다. 소수는 대가 있는것과 없는 것이 각 마디에달리며 좁은 난형이고 길이4.5?5.5mm 로서 예두이며 길이 2mm 정도의 털이 있고연한 녹색이며 까락이 있다.까락은 길이 7? 12mm 로서자갈색（紫褐色）이고 꺾이며비틀린다.",,
1004429,Sporobolus fertilis,쥐꼬리새풀,Species,Ready(Synonym),,,,,,,
1004430,Stellaria diffusa,긴잎별꽃,Species,Ready(Synonym),,,,,,,
1004431,Stellaria neopalustris,실별꽃,Species,Ready(Synonym),,,,,,,
1004432,Stellaria undulata,벼룩나물,Species,Ready(Synonym),,,,,,,
1004433,Stillingia japonica,사람주나무,Species,Ready(Synonym),,,,,,,
1004434,Stratiotes alismoides,물질경이,Species,Ready(Synonym),,,,,,,
1004435,Suaeda heteroptera,좁은해홍나물,Species,Ready(Synonym),,,,,,,
1004436,Suaeda malacosperma,기수초,Species,Ready(Synonym),,,,,,,
1004437,Swertia corniculata,닻꽃,Species,Ready(Synonym),,,,,,,
1004438,Swertia dichotoma,대성쓴풀,Species,Ready(Synonym),,,,,,,
1004439,Symphyandra asiatica,금강초롱꽃,Species,Ready(Synonym),,,,,,,
1004440,Symphyllocarpus exilis,개중대가리,Species,Ready(Synonym),,,,,,,
1004441,Symplocos lucida,사철검은재나무,Species,Ready(Synonym),,,,,,,
1004442,Syringa kamibayashii,털개회나무,Species,Ready(Synonym),,,,,,,
1004443,Syringa venosa,섬개회나무,Species,Ready(Synonym),,,,,,,
1004444,Taeniophyllum glandulosum,거미란,Species,Ready(Synonym),,,,,,,
1004445,Tanacetum sibiricum,실쑥,Species,Ready(Synonym),,,,,,,
1004446,Taraxacum formosanum,영도민들레,Species,Ready(Synonym),,,,,,,
1004447,Thalictrum grandisepalum,큰금꿩의다리,Species,Ready(Synonym),,,,,,,
1004448,Thelypteris acuminata,별고사리,Species,Ready(Synonym),,,,,,,
1004449,Thelypteris dentata,탐라별고사리,Species,Ready(Synonym),,,,,,,
1004450,Thelypteris hattorii,잔털드문고사리,Species,Ready(Synonym),,,,,,,
1004451,Thelypteris interrupta,검은별고사리,Species,Ready(Synonym),,,,,,,
1004452,Thelypteris subochthodes,제비꼬리고사리,Species,Ready(Synonym),,,,,,,
1004453,Thelypteris viridifrons,푸른각시고사리,Species,Ready(Synonym),,,,,,,
1004454,Thladiantha dubia,왕과,Species,Ready(Synonym),,,,,중국산 덩굴식물로서 덩이뿌리〔塊根〕가있고 부드러운 털이 있다. 잎은 잎자루가있으며 넓은 난형 심저이고 길이 5~10cm로서 가장자리에 불규칙한 결각（缺刻）과톱니〔鋸齒〕フト 있다. 덩굴손은 갈라지지 않는다. 꽃은 2가화（二家花）이며 1개씩 달리고 황색이며 갈라진 끝은 밖으로 젖혀지고 수술은 5개이다. 암꽃에는 퇴화한 수술이 있으며 황색이고 씨방〔子房〕에 긴 털이있다. 열매는 난상 원형이며 세로 능선（稜線）이 있고 길이 4?5cm이다. 뿌리와 열매를 약용으로 한다.,,
1004455,Thuja dolabrata,나한백,Species,Ready(Synonym),,,,,,,
1004456,Thyrocarpus glochidiatus,대청지치,Species,Ready(Synonym),,,,,,,
1004457,Tilia mandshurica,찰피나무,Species,Ready(Synonym),,,,,,,
1004458,Tilingia tsusimensis,대마참나물,Species,Ready(Synonym),,,,,,,
1004459,Tournefortia sibirica,모래지치,Species,Ready(Synonym),,,,,,,
1004460,Toxicodendron altissimum,가죽나무,Species,Ready(Synonym),,,,,,,
1004461,Tragopogon dubius,쇠채아재비,Species,Ready(Synonym),,,,,,,
1004462,Trapa amurensis,네마름,Species,Ready(Synonym),,,,,,,
1004463,Trapa antennifera,네마름,Species,Ready(Synonym),,,,,,,
1004464,Trifolium campestre,노랑토끼풀,Species,Ready(Synonym),,,,,,,
1004465,Trifolium dauricum,호비수리,Species,Ready(Synonym),,,,,,,
1004466,Trifolium dubium,애기노랑토끼풀,Species,Ready(Synonym),,,,,,,
1004467,Trifolium hybridum,선토끼풀,Species,Ready(Synonym),,,,,,,
1004468,Trifolium incarnatum,진홍토끼풀,Species,Ready(Synonym),,,,,,,
1004469,Triodanis perfoliata,비너스도라지,Species,Ready(Synonym),,,,,,,
1004470,Triticum chinense,개밀아재비,Species,Ready(Synonym),,,,,,,
1004471,Triticum ciliare,속털개밀,Species,Ready(Synonym),,,,,,,
1004472,Tussilago japonicum,털머위,Species,Ready(Synonym),,,,,,,
1004473,Tussilago rubella,개머위,Species,Ready(Synonym),,,,,,,
1004474,Typha laxmannii,꼬마부들,Species,Ready(Synonym),,,,,,,
1004475,Urtica bulbifera,혹쐐기풀,Species,Ready(Synonym),,,,,,,
1004476,Urtica frutescens,바위모시,Species,Ready(Synonym),,,,,,,
1004477,Urtica nivea,모시풀,Species,Ready(Synonym),,,,,,,
1004478,Urtica spicata,좀깨잎나무,Species,Ready(Synonym),,,,,,,
1004479,Urtica villosa,뽕모시풀,Species,Ready(Synonym),,,,,,,
1004480,Utricularia tenuicaulis,참통발,Species,Ready(Synonym),,,,,,,
1004481,Utricularia multispinosa,실통발,Species,Ready(Synonym),,,,,,,
1004482,Utricularia ochroleuca,북통발,Species,Ready(Synonym),,,,,,,
1004483,Vaccaria vulgaris,말뱅이나물,Species,Ready(Synonym),,,,,,,
1004484,Verbascum thapsus,우단담배풀,Species,Ready(Synonym),,,,,"유럽산 2년초로서 미국을 거쳐 우리 나라에 들어왔다. 높이가 l~2m이고 전체에갈라진 털이 밀생하여 우단같이 부드러우며 가지가 갈라지지 않는다. 잎은 길이12~40cm, 너비 4~12cm로서 장타원형이고 두꺼우며 가장자리가 거의 밋밋하고 밑으로 좁아져서 줄기에 직접 달리며 밑으로 홀러서 줄기에 줄이 진다. 꽃은 6~9월에 피고 황색이며 지름 2~2.5cm로서 긴 수상화서（?狀花序）에 밀생한다. 수술은 5개로서 위쪽 3개는 흰 털과 짧은 꽃밥이 있고 아래쪽 2개는 털이 없고 꽃밥이 크다. 삭과（?果）는 둥글고 길이 7_ 정도로서 겉에 털이 있다.",,
1004485,Verbena bonariensis,버들마편초,Species,Ready(Synonym),,,,,,,
1004486,Verbena brasiliensis,브라질마편초,Species,Ready(Synonym),,,,,,,
1004487,Verbesina alternifolia,나래가막사리,Species,Ready(Synonym),,,,,,,
1004488,Verbesina lavenia,물머위,Species,Ready(Synonym),,,,,,,
1004489,Verbesina prostrata,한련초,Species,Ready(Synonym),,,,,,,
1004490,Veronica americana,미국물칭개,Species,Ready(Synonym),,,,,,,
1004491,Veronica coreana,지리산꼬리풀,Species,Ready(Synonym),,,,,,,
1004492,Veronica diamantiaca,봉래꼬리풀,Species,Ready(Synonym),,,,,,,
1004493,Veronica glabrifolia,큰산꼬리풀,Species,Ready(Synonym),,,,,,,
1004494,Veronica sibirica,냉초,Species,Ready(Synonym),,,,,,,
1004495,Veronica tubiflora,버들잎꼬리풀,Species,Ready(Synonym),,,,,,,
1004496,Veronica villosula,털꼬리풀,Species,Ready(Synonym),,,,,,,
1004497,Viburnum japonicum,푸른가막살,Species,Ready(Synonym),,,,,,,
1004498,Viburnum macrophyllum,수국,Species,Ready(Synonym),,,,,,,
1004499,Viburnum taquetii,가새덜꿩나무,Species,Ready(Synonym),,,,,,,
1004500,Vicia bifolia,잔나비나물,Species,Ready(Synonym),,,,,,,
1004501,Vicia dasycarpa,벳지|각시갈퀴나물,Species,Ready(Synonym),,,,,,,
1004502,Vincetoxicum amplexicaule,솜아마존,Species,Ready(Synonym),,,,,,,
1004503,Vincetoxicum ascyrifolium,민백미꽃,Species,Ready(Synonym),,,,,,,
1004504,Vincetoxicum inamoenum,선백미꽃,Species,Ready(Synonym),,,,,,,
1004505,Viola obtusa,사향제비꽃,Species,Ready(Synonym),,,,,,,
1004506,Viola papilionacea,종지나물,Species,Ready(Synonym),,,,,,,
1004507,Viola takedana,민둥뫼제비꽃,Species,Ready(Synonym),,,,,,,
1004508,Viola tricolor,삼색제비꽃,Species,Ready(Synonym),,,,,,,
1004509,Viscum album rubroaurantiacum,붉은겨우살이,Variety,Ready(Synonym),,,,,,,
1004510,Viscum japonicum,동백나무겨우살이,Species,Ready(Synonym),,,,,,,
1004511,Vitex incisa,좀목형,Species,Ready(Synonym),,,,,,,
1004512,Vitis japonica,거지덩굴,Species,Ready(Synonym),,,,,,,
1004513,Vitis pentaphylla,돌외,Species,Ready(Synonym),,,,,,,
1004514,Vitis thunbergii sinuata,까마귀머루,Variety,Ready(Synonym),,,,,,,
1004515,Wikstroemia ganpi,거문도닥나무,Species,Ready(Synonym),,,,,,,
1004516,Xanthium spinosum,바늘도꼬마리,Species,Ready(Synonym),,,,,,,
1004517,Xeranthemum bracteatum,밀집꽃,Species,Ready(Synonym),,,,,,,
1004518,Zannichellia pedunculata,뿔말,Species,Ready(Synonym),,,,,,,
1004519,Zostera geojeensis,좀마디거머리말,Species,Ready(Synonym),,,,,,,
1004520,Zoysia matrella,금잔디,Species,Ready(Synonym),,,,,,,
1004521,Thalictrum actaeifolium,은꿩의다리,Species,Ready(Synonym),,,,,,,
1004522,Spuriopimpinella brachycarpa,참나물,Species,Ready(Synonym),,,,,,,
1004523,Rottboellia cochinchinensis,개쇠치기풀,Species,Ready(Synonym),,,,,,,
1004524,Phragmites australis,갈대,Species,Ready(Synonym),,,,,,,
1004525,Arabis alpina,,Species,Ready(Synonym),,,,,,,
1004526,Pinus cembra,,Species,Ready(Synonym),,,,,,,
1004527,Magnolia hypoleuca,일본목련,Species,Ready(Synonym),,,,,,,
1004528,Magnolia tomentosa,목련,Species,Ready(Synonym),,,,,,,
1004529,Pseudostellaria longipedicellata,태백개별꽃,Species,Ready(Synonym),,,,,,,
1004530,Ipomoea nil,나팔꽃,Species,Ready(Synonym),,,,,,,
1004531,Ribes rubrum,눈까치밥나무,Species,Ready(Synonym),,,,,,,
1004532,Lactuca serriola,가시상추,Species,Ready(Synonym),,,,,,,
1004533,Juncus decipiens,골풀,Species,Ready(Synonym),,,,,,,
1004534,Lonicera harae,길마가지나무,Species,Ready(Synonym),,,,,,,
1004535,Euodia daniellii,쉬나무,Species,Ready(Synonym),,,,,,,
1004536,Lespedeza davurica,호비수리,Species,Ready(Synonym),,,,,,,
1004537,Orostachys japonica,바위솔,Species,Ready(Synonym),,,,,,,
1004538,Patrinia scabiosifolia,마타리,Species,Ready(Synonym),,,,,,,
1004539,Platycodon grandiflorus,도라지,Species,Ready(Synonym),,,,,,,
1004540,Osmunda regalis,,Species,Ready(Synonym),,,,,,,
1004541,Athyrium crenulatoserrulatum,응달고사리,Species,Ready(Synonym),,,,,,,
1004542,Athyrium lobatocrenatum,외잎진고사리,Species,Ready(Synonym),,,,,,,
1004543,Polystichum devexiscapulae,긴잎도깨비쇠고비,Species,Ready(Synonym),,,,,,,
1004544,Polystichum varium,족제비고사리,Species,Ready(Synonym),,,,,,,
1004545,Polystichum retrosopaleaceum,비늘개관중,Species,Ready(Synonym),,,,,,,
1004546,Pinus cembra pumila,눈잣나무,Variety,Ready(Synonym),,,,,,,
1004547,Juniperus seoulensis,노간주나무,Species,Ready(Synonym),,,,,,,
1004548,Juniperus utilis,노간주나무,Species,Ready(Synonym),,,,,,,
1004549,Juniperus coreana,해변노간주,Species,Ready(Synonym),,,,,,,
1004550,Magnolia heptapeta,백목련,Species,Ready(Synonym),,,,,,,
1004551,Chloranthus koreanus,옥녀꽃대,Species,Ready(Synonym),,,,,,,
1004552,Chloranthus esquirolii,죽절초,Species,Ready(Synonym),,,,,,,
1004553,Piper futokadsura,후추등,Species,Ready(Synonym),,,,,,,
1004554,Aristolochia nipponica,쥐방울덩굴,Species,Ready(Synonym),,,,,,,
1004555,Asarum sieboldii cornutum,족도리풀,Variety,Ready(Synonym),,,,,,,
1004556,Asarum sieboldii mandshuricum,만주족도리풀,Variety,Ready(Synonym),,,,,,,
1004557,Asarum sieboldii viridiluteolum,연변족도리풀,Variety,Ready(Synonym),,,,,,,
1004558,Kadsura matsudae,남오미자,Species,Ready(Synonym),,,,,,,
1004559,Schisandra discolor,흑오미자,Species,Ready(Synonym),,,,,,,
1004560,Nymphaea nelumbo,연꽃,Species,Ready(Synonym),,,,,,,
1004561,Euryale indica,가시연꽃,Species,Ready(Synonym),,,,,,,
1004562,Nymphaea acutilboa,수련,Species,Ready(Synonym),,,,,,,
1004563,Nymphaea fennica,수련,Species,Ready(Synonym),,,,,,,
1004564,Nymphaea pygmaea,수련,Species,Ready(Synonym),,,,,,,
1004565,Brasenia nymphoides,순채,Species,Ready(Synonym),,,,,,,
1004566,Brasenia purpurea,순채,Species,Ready(Synonym),,,,,,,
1004567,Brasenia hydropeltis,순채,Species,Ready(Synonym),,,,,,,
1004568,Aconitum alboviolaceum,줄바꽃,Species,Ready(Synonym),,,,,,,
